,datasetid,recordid,fields,geometry,record_timestamp
10,centros-educativos-en-valencia,579f6e11eabe04253078db54cc3c524b7f2133c6,"{'telef': '963850900', 'codcen': '46010221', 'despecific': 'JESÚS MARÍA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.387036, 39.47272399907397], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT JESÚS MARÍA', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46008', 'regimen': 'CONCERTADO', 'direccion': 'GV. FERNANDO EL CATÓLICO, 37', 'municipio': 'València', 'mail': 'jesusmariav@jesusmariav.net', 'fax': '963858930', 'geo_point_2d': [39.47272399907397, -0.38703599999999944]}","{'type': 'Point', 'coordinates': [-0.38703599999999944, 39.47272399907397]}",2022-02-23T09:49:39.941+01:00
11,centros-educativos-en-valencia,5bd41a50de5e620a2e3f2e3e2496b8e3bcfb7643,"{'telef': '963856808', 'codcen': '46010255', 'despecific': 'SAN PEDRO PASCUAL', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.392745, 39.47347999907397], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT SAN PEDRO PASCUAL', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46008', 'regimen': 'CONCERTADO', 'direccion': 'CL. MAESTRO GUERRERO, 3', 'municipio': 'València', 'mail': 'dirgen@sanpedropascual.net', 'fax': '963847394', 'geo_point_2d': [39.47347999907397, -0.39274500000000045]}","{'type': 'Point', 'coordinates': [-0.39274500000000045, 39.47347999907397]}",2022-02-23T09:49:39.941+01:00
12,centros-educativos-en-valencia,511bcfd2aba291c19c4a8d89dcc2d26114dfd988,"{'telef': '963801442', 'codcen': '46010772', 'despecific': 'HERMES SOCIEDAD COOPERATIVA VALENCIANA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.391017, 39.462340999074016], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT HERMES SOCIEDAD COOPERATIVA VALENCIANA', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46018', 'regimen': 'CONCERTADO', 'direccion': 'CL. DIBUJANTE MANUEL GAGO, 10-12', 'municipio': 'València', 'mail': 'colegio@colegiohermes.com', 'fax': '963801442', 'geo_point_2d': [39.462340999074016, -0.3910169999999997]}","{'type': 'Point', 'coordinates': [-0.3910169999999997, 39.462340999074016]}",2022-02-23T09:49:39.941+01:00
13,centros-educativos-en-valencia,e9670ec6b8ceebf3c5a9e6b7c40b56be24e4ab07,"{'telef': '963477917', 'codcen': '46010802', 'despecific': 'SANTÍSIMA TRINIDAD', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.377355, 39.48383899907388], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT SANTÍSIMA TRINIDAD', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46009', 'regimen': 'CONCERTADO', 'direccion': 'CL. VISITACIÓN, 13', 'municipio': 'València', 'mail': 'col.valencia@trinitarias.net', 'fax': '963407907', 'geo_point_2d': [39.48383899907388, -0.37735500000000105]}","{'type': 'Point', 'coordinates': [-0.37735500000000105, 39.48383899907388]}",2022-02-23T09:49:39.941+01:00
14,centros-educativos-en-valencia,1befa2d3f1e51a178ca61c49c935d1b743a1a73f,"{'telef': '963391550', 'codcen': '46010930', 'despecific': 'SAGRADA FAMILIA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.357088, 39.490214999073835], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT SAGRADA FAMILIA', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46020', 'regimen': 'CONCERTADO', 'direccion': 'CL. POETA RICARD SANMARTÍ, 3', 'municipio': 'València', 'mail': 'direccion.sf@fundacionpjo.es', 'fax': '963610500', 'geo_point_2d': [39.490214999073835, -0.35708799999999974]}","{'type': 'Point', 'coordinates': [-0.35708799999999974, 39.490214999073835]}",2022-02-23T09:49:39.941+01:00
15,centros-educativos-en-valencia,25de52ef892ea732e60293bdbc04a39107526c78,"{'telef': '963691100', 'codcen': '46011077', 'despecific': 'SAGRADO CORAZÓN DE JESÚS -ESCLAVAS-', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.366418, 39.47679999907393], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT SAGRADO CORAZÓN DE JESÚS -ESCLAVAS-', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46010', 'regimen': 'CONCERTADO', 'direccion': 'CL. MICER MASCÓ, 1', 'municipio': 'València', 'mail': 'scesclavas@scesclavas.com', 'fax': '963691104', 'geo_point_2d': [39.47679999907393, -0.3664179999999997]}","{'type': 'Point', 'coordinates': [-0.3664179999999997, 39.47679999907393]}",2022-02-23T09:49:39.941+01:00
16,centros-educativos-en-valencia,2b2b896fd96e26c06fab4da93b8f1ea7b4d0d533,"{'telef': '963393600', 'codcen': '46011089', 'despecific': 'GUADALAVIAR', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.355189, 39.47565699907393], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT GUADALAVIAR', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46021', 'regimen': 'CONCERTADO', 'direccion': 'AV. BLASCO IBÁÑEZ, 56', 'municipio': 'València', 'mail': 'info@colegioguadalaviar.es', 'fax': '963601173', 'geo_point_2d': [39.47565699907393, -0.35518900000000003]}","{'type': 'Point', 'coordinates': [-0.35518900000000003, 39.47565699907393]}",2022-02-23T09:49:39.941+01:00
17,centros-educativos-en-valencia,a1c6c32b53067b3f7cd6a56c157c36711112dda0,"{'telef': '963607000', 'codcen': '46011107', 'despecific': 'PÍO XII', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.371475, 39.48076699907391], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT PÍO XII', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46010', 'regimen': 'CONCERTADO', 'direccion': 'CL. ALBORAIA, 9', 'municipio': 'València', 'mail': 'pioxiival@planalfa.es', 'fax': '963607152', 'geo_point_2d': [39.48076699907391, -0.3714749999999998]}","{'type': 'Point', 'coordinates': [-0.3714749999999998, 39.48076699907391]}",2022-02-23T09:49:39.941+01:00
18,centros-educativos-en-valencia,76de641bcd113a4afcd151669a1938534036c237,"{'telef': '963618817', 'codcen': '46011181', 'despecific': 'BENIMACLET', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.355967, 39.48675399907387], 'type': 'Point'}, 'dlibre': 'CEIP BENIMACLET', 'dgenerica': ""COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA"", 'codpos': '46020', 'regimen': 'CONCERTADO', 'direccion': 'CL. ARQUITECTO ARNAU, S/N', 'municipio': 'València', 'mail': 'cmbenimaclet@valencia.es', 'fax': '963891441', 'geo_point_2d': [39.48675399907387, -0.3559669999999994]}","{'type': 'Point', 'coordinates': [-0.3559669999999994, 39.48675399907387]}",2022-02-23T09:49:39.941+01:00
19,centros-educativos-en-valencia,46e07f8818d4eb0128388e4c71b8bb2ac8b8f04c,"{'telef': '963670258', 'codcen': '46011314', 'despecific': 'LA PURÍSIMA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.334097, 39.46182299907402], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT LA PURÍSIMA', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46011', 'regimen': 'CONCERTADO', 'direccion': 'CL. JOSÉ AGUIRRE, 30-33', 'municipio': 'València', 'mail': 'colegio@lapurisimagrao.com', 'fax': '963670258', 'geo_point_2d': [39.46182299907402, -0.33409700000000025]}","{'type': 'Point', 'coordinates': [-0.33409700000000025, 39.46182299907402]}",2022-02-23T09:49:39.941+01:00
20,centros-educativos-en-valencia,8c2c8fe52657a7282615564bdb11402aee881406,"{'telef': '963714463', 'codcen': '46011481', 'despecific': 'CHINER VILLARROYA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.333299, 39.47304699907396], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT CHINER VILLARROYA', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46011', 'regimen': 'CONCERTADO', 'direccion': 'CL. FELIPE VIVES CAÑAMAS, 19', 'municipio': 'València', 'mail': 'Col.Chiner_Villarroya@telefonica.net', 'fax': '963714463', 'geo_point_2d': [39.47304699907396, -0.3332990000000005]}","{'type': 'Point', 'coordinates': [-0.3332990000000005, 39.47304699907396]}",2022-02-23T09:49:39.941+01:00
21,centros-educativos-en-valencia,218f08a49bfe695e7ec08fde434799671cc9e510,"{'telef': '963304412', 'codcen': '46011511', 'despecific': 'LA ANUNCIACIÓN', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.345138, 39.46409899907401], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT LA ANUNCIACIÓN', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46022', 'regimen': 'CONCERTADO', 'direccion': 'CL. CONSERVA, 2', 'municipio': 'València', 'mail': 'anunciacionv@planalfa.es', 'fax': '963309405', 'geo_point_2d': [39.46409899907401, -0.3451380000000005]}","{'type': 'Point', 'coordinates': [-0.3451380000000005, 39.46409899907401]}",2022-02-23T09:49:39.941+01:00
22,centros-educativos-en-valencia,bb1e6a06c5f8a6e3aabdc89edc77bc37b0ad4184,"{'telef': '962565200', 'codcen': '46011533', 'despecific': 'MALVA-ROSA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.328785, 39.48130099907391], 'type': 'Point'}, 'dlibre': 'CEIP MALVA-ROSA', 'dgenerica': ""COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA"", 'codpos': '46011', 'regimen': 'PÚBLICO', 'direccion': 'CL. PICO DE TEIDE, 1-3', 'municipio': 'València', 'mail': '46011533@edu.gva.es', 'fax': '962565201', 'geo_point_2d': [39.48130099907391, -0.32878499999999977]}","{'type': 'Point', 'coordinates': [-0.32878499999999977, 39.48130099907391]}",2022-02-23T09:49:39.941+01:00
23,centros-educativos-en-valencia,4d2b2f2e871e026e46b8702957763ccfcc9fe64a,"{'telef': '962566000', 'codcen': '46011570', 'despecific': 'EL GRAU', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.341424, 39.45903399907406], 'type': 'Point'}, 'dlibre': 'CEIP EL GRAU', 'dgenerica': ""COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA"", 'codpos': '46023', 'regimen': 'PÚBLICO', 'direccion': 'AV. BALEARES, 64', 'municipio': 'València', 'mail': '46011570@edu.gva.es', 'fax': '962566001', 'geo_point_2d': [39.45903399907406, -0.34142399999999995]}","{'type': 'Point', 'coordinates': [-0.34142399999999995, 39.45903399907406]}",2022-02-23T09:49:39.941+01:00
24,centros-educativos-en-valencia,4b307e460be7659fab437777b8bb3a70b18b15d4,"{'telef': '963710722', 'codcen': '46011624', 'despecific': 'SANTIAGO APÓSTOL', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.329815, 39.47413399907394], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT SANTIAGO APÓSTOL', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46011', 'regimen': 'CONCERTADO', 'direccion': 'CL. ESCALANTE, 329', 'municipio': 'València', 'mail': 'colegio@santiagoapostolcabanyal.es', 'fax': '963710722', 'geo_point_2d': [39.47413399907394, -0.32981499999999975]}","{'type': 'Point', 'coordinates': [-0.32981499999999975, 39.47413399907394]}",2022-02-23T09:49:39.941+01:00
25,centros-educativos-en-valencia,16d4c70730b0bee6a43c4d6e33eb03ef76ddf33d,"{'telef': '963793251', 'codcen': '46011922', 'despecific': 'JESÚS MARÍA-FUENSANTA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.409772, 39.46467899907401], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT JESÚS MARÍA-FUENSANTA', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46014', 'regimen': 'CONCERTADO', 'direccion': 'PZ. MURCIA, 10', 'municipio': 'València', 'mail': 'direccion@jesusmariafuensanta.es', 'fax': '963140724', 'geo_point_2d': [39.46467899907401, -0.409772]}","{'type': 'Point', 'coordinates': [-0.409772, 39.46467899907401]}",2022-02-23T09:49:39.941+01:00
26,centros-educativos-en-valencia,c9881fad2900413dfbfef660658d309d6687743c,"{'telef': '963405410', 'codcen': '46012011', 'despecific': 'SAGRADA FAMILIA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.402423, 39.48818599907386], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT SAGRADA FAMILIA', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46015', 'regimen': 'CONCERTADO', 'direccion': 'CL. PADRE BARRANCO, 40', 'municipio': 'València', 'mail': 'secretaria@sfamiliav.hhdc.net', 'fax': '963405411', 'geo_point_2d': [39.48818599907386, -0.40242300000000125]}","{'type': 'Point', 'coordinates': [-0.40242300000000125, 39.48818599907386]}",2022-02-23T09:49:39.941+01:00
27,centros-educativos-en-valencia,9a6ef5957cfb53f8033d48317c87de0fcf150472,"{'telef': '963491658', 'codcen': '46012070', 'despecific': 'SAN ROQUE', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.390664, 39.49094299907384], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT SAN ROQUE', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA"", 'codpos': '46025', 'regimen': 'CONCERTADO', 'direccion': 'CL. JOSÉ GROLLO, 20', 'municipio': 'València', 'mail': 'colegiosanroque@colegiosanroque.com', 'fax': '963491800', 'geo_point_2d': [39.49094299907384, -0.39066400000000145]}","{'type': 'Point', 'coordinates': [-0.39066400000000145, 39.49094299907384]}",2022-02-23T09:49:39.941+01:00
28,centros-educativos-en-valencia,ef2de7130583e1697861d6ff7766e83253380bad,"{'telef': '961205775', 'codcen': '46012197', 'despecific': 'JAIME BALMES', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.369877, 39.46112999907402], 'type': 'Point'}, 'dlibre': 'CEIP JAIME BALMES', 'dgenerica': ""COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA"", 'codpos': '46006', 'regimen': 'PÚBLICO', 'direccion': 'CL. MAESTRO AGUILAR, 15', 'municipio': 'València', 'mail': '46012197@edu.gva.es', 'fax': '961205776', 'geo_point_2d': [39.46112999907402, -0.36987699999999946]}","{'type': 'Point', 'coordinates': [-0.36987699999999946, 39.46112999907402]}",2022-02-23T09:49:39.941+01:00
29,centros-educativos-en-valencia,e4ae37877329a5ca435df9651852c20277261fe7,"{'telef': '962566770', 'codcen': '46012321', 'despecific': 'SECTOR AÉREO', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.399907, 39.467280999074], 'type': 'Point'}, 'dlibre': 'CEIP SECTOR AÉREO', 'dgenerica': ""COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA"", 'codpos': '46018', 'regimen': 'PÚBLICO', 'direccion': 'CL. SANTA CRUZ DE TENERIFE, 1', 'municipio': 'València', 'mail': '46012321@edu.gva.es', 'fax': '962566771', 'geo_point_2d': [39.467280999074, -0.39990700000000096]}","{'type': 'Point', 'coordinates': [-0.39990700000000096, 39.467280999074]}",2022-02-23T09:49:39.941+01:00
30,centros-educativos-en-valencia,15ffec489c1bf881370aa93b941328275bcb422b,"{'telef': '962565240', 'codcen': '46012392', 'despecific': 'DOCTOR OLÓRIZ', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.380455, 39.48445999907388], 'type': 'Point'}, 'dlibre': 'CEIP DOCTOR OLÓRIZ', 'dgenerica': ""COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA"", 'codpos': '46009', 'regimen': 'PÚBLICO', 'direccion': 'CL. DOCTOR OLÓRIZ, 28', 'municipio': 'València', 'mail': '46012392@edu.gva.es', 'fax': '962565241', 'geo_point_2d': [39.48445999907388, -0.3804549999999986]}","{'type': 'Point', 'coordinates': [-0.3804549999999986, 39.48445999907388]}",2022-02-23T09:49:39.941+01:00
31,centros-educativos-en-valencia,5d31a9ecf626efa51c9f908170ee63f563ec7fa1,"{'telef': '962566360', 'codcen': '46012446', 'despecific': 'TORREFIEL', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.37811, 39.49537699907382], 'type': 'Point'}, 'dlibre': 'CEIP TORREFIEL', 'dgenerica': ""COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA"", 'codpos': '46019', 'regimen': 'PÚBLICO', 'direccion': 'CL. ERUDITO PAGES, 1', 'municipio': 'València', 'mail': '46012446@edu.gva.es', 'fax': '962566361', 'geo_point_2d': [39.49537699907382, -0.3781099999999997]}","{'type': 'Point', 'coordinates': [-0.3781099999999997, 39.49537699907382]}",2022-02-23T09:49:39.941+01:00
32,centros-educativos-en-valencia,f7b30361034b509d5489829b60dd486a1f8c5e20,"{'telef': '961205500', 'codcen': '46012458', 'despecific': 'MIGUEL HERNÁNDEZ', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.366917, 39.49472299907382], 'type': 'Point'}, 'dlibre': 'CEIP MIGUEL HERNÁNDEZ', 'dgenerica': ""COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA"", 'codpos': '46019', 'regimen': 'PÚBLICO', 'direccion': 'CL. ESTEBAN DOLZ DEL CASTELLAR, S/N', 'municipio': 'València', 'mail': '46012458@edu.gva.es', 'fax': '961205501', 'geo_point_2d': [39.49472299907382, -0.36691700000000044]}","{'type': 'Point', 'coordinates': [-0.36691700000000044, 39.49472299907382]}",2022-02-23T09:49:39.941+01:00
33,centros-educativos-en-valencia,dcef41586503b60a21fab232a7226010e7436339,"{'telef': '962566300', 'codcen': '46012525', 'despecific': 'PRIMER MARQUÉS DEL TURIA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.362124, 39.472584999073966], 'type': 'Point'}, 'dlibre': 'CEP PRIMER MARQUÉS DEL TURIA', 'dgenerica': ""COL·LEGI D'EDUCACIÓ PRIMÀRIA"", 'codpos': '46010', 'regimen': 'PÚBLICO', 'direccion': 'PZ. DE GALICIA, 7', 'municipio': 'València', 'mail': '46012525@edu.gva.es', 'fax': '962566301', 'geo_point_2d': [39.472584999073966, -0.36212400000000183]}","{'type': 'Point', 'coordinates': [-0.36212400000000183, 39.472584999073966]}",2022-02-23T09:49:39.941+01:00
